arredamos	ar|re|da$mos|
ajuntador	a|jun|ta$dor|
esfarripar-me-eis	es|far|ri|par|me|eis$
degradamos	de|gra|da$mos|
arredarmos	ar|re|dar$mos|
ilegalização	i|le|ga|li|za|ção$
considerá-lo-ias	con|si|de|rá|lo|i$as|
legal	le|gal$
polidas	po|li$das|
ressaudarás	res|sau|da|rás$
outonares	ou|to|na$res|
bóiam-lhas	bói|am|lhas$
empalháreis	em|pa|lhá$reis|
ingiro	in|gi$ro|
desfeiteais	des|fei|te|ais$
dessensibilizado	des|sen|si|bi|li|za$do|
parametrizávamos	pa|ra|me|tri|zá$va|mos|
personificar-lhas	per|so|ni|fi|car|lhas$
filosofarão	fi|lo|so|fa|rão$
subalugasses	su|ba|lu|gas$ses|
momentosos	mo|men|to$sos|
escorraçar-lhe-á	es|cor|ra|çar|lhe|á$
empantanar-me	em|pan|ta|nar$me|
recandidatarão	re|can|di|da|ta|rão$
dilamos-lhos	di|la|mos|lhos$
corresponder-se-iam	cor|res|pon|der|se|i|am$
descompensasse	des|com|pen|sas$se|
originastes	o|ri|gi|nas$tes|
endurecer-lhe-iam	en|du|re|cer|lhe|i|am$
geleiras	ge|lei$ras|
precoce	pre|co$ce|
aclimatizar-nos-iam	a|cli|ma|ti|zar|nos|i|am$
flavescêssemos	fla|ves|cês$se|mos|
desterráramos	des|ter|rá$ra|mos|
encriptassem	en|crip|tas$sem|
agonizá-lo-á	a|go|ni|zá|lo|á$
barbarizais	bar|ba|ri|zais$
subavaliassem	su|ba|va|li|as$sem|
revirar-vos-íeis	re|vi|rar|vos|í$eis|
acurvamento	a|cur|va|men$to|
condimentardes	con|di|men|tar$des|
patriarcas	pa|tri|ar$cas|
enfrasquemos	en|fras|que$mos|
desempenem	de|sem|pe$nem|
sorriam	sor|ri|am$
alegrarias	a|le|gra|ri$as|
estorvásseis	es|tor|vás$seis|
teologizavas	te|o|lo|gi|za$vas|
examinaríeis	e|xa|mi|na|rí$eis|
sistematização	sis|te|ma|ti|za|ção$
tufarás	tu|fa|rás$
girai	gi|rai$
passarinhadas	pas|sa|ri|nha$das|
exageradas	e|xa|ge|ra$das|
casamentará	ca|sa|men|ta|rá$
desenguiçaríamos	de|sen|gui|ça|rí$a|mos|
argamassasses	ar|ga|mas|sas$ses|
desilustradas	de|si|lus|tra$das|
ventilemos	ven|ti|le$mos|
lourejaríamos	lou|re|ja|rí$a|mos|
tributavam	tri|bu|ta|vam$
monopolizado	mo|no|po|li|za$do|
rusgaras	rus|ga$ras|
desencerrados	de|sen|cer|ra$dos|
alesmastes	a|les|mas$tes|
escalara	es|ca|la$ra|
vernaculizemos	ver|na|cu|li|ze$mos|
marceneirareis	mar|ce|nei|ra|reis$
madeiravas	ma|dei|ra$vas|
contrafortarem	con|tra|for|ta$rem|
reusados	reu|sa$dos|
reverificares	re|ve|ri|fi|ca$res|
enol	e|nol$
satélite	sa|té$li|te|
reinstaurando	reins|tau|ran$do|
decimável	de|ci|má$vel|
desempedernida	de|sem|pe|der|ni$da|
equilibristas	e|qui|li|bris$tas|
caldearia	cal|de|a|ri$a|
exibitivo	e|xi|bi|ti$vo|
sobreirritada	so|breir|ri|ta$da|
polcámos	pol|cá$mos|
descamas	des|ca$mas|
derretereis	der|re|te|reis$
sachadoras	sa|cha|do$ras|
ajustadas	a|jus|ta$das|
fogaça	fo|ga$ça|
principiaríeis	prin|ci|pi|a|rí$eis|
mnésico	mn|é$si|co|
trivializemos	tri|vi|a|li|ze$mos|
memórias	me|mó$rias|
quadruplar-te-á	qua|dru|plar|te|á$
esperneou	es|per|ne|ou$
começará	co|me|ça|rá$
palitarei	pa|li|ta|rei$
recalculadas	re|cal|cu|la$das|
burrifiqueis	bur|ri|fi|queis$
esbanjei	es|ban|jei$
meçai-la	me|çai$la|
acresceste	a|cres|ces$te|
encerar-te	en|ce|rar$te|
alojáveis	a|lo|já$veis|
absurdamente	ab|sur|da|men$te|
desabilita	de|sa|bi|li$ta|
verificadas	ve|ri|fi|ca$das|
formalizáramos	for|ma|li|zá$ra|mos|
aforrardes	a|for|rar$des|
ordenamos	or|de|na$mos|
tonsuradas	ton|su|ra$das|
antecipadores	an|te|ci|pa|do$res|
subdirigirem	sub|di|ri|gi$rem|
incito	in|ci$to|
extirpar	ex|tir|par$
latam	la|tam$
decidirdes	de|ci|dir$des|
arquivística	ar|qui|vís$ti|ca|
gatinhai	ga|ti|nhai$
interpelem	in|ter|pe$lem|
guarneças	guar|ne$ças|
pirotecnizarão	pi|ro|tec|ni|za|rão$
psicossomáticas	psi|cos|so|má$ti|cas|
depreendido	de|pre|en|di$do|
debutaras	de|bu|ta$ras|
parafusadores	pa|ra|fu|sa|do$res|
maçonizaríamos	ma|ço|ni|za|rí$a|mos|
explanou	ex|pla|nou$
alqueiremos	al|quei|re$mos|
centelhai	cen|te|lhai$
arásseis	a|rás$seis|
sustiveste	sus|ti|ves$te|
desolar-me-iam	de|so|lar|me|i|am$
melem	me$lem|
amovereis	a|mo|ve|reis$
palpados	pal|pa$dos|
desconsideraríeis	des|con|si|de|ra|rí$eis|
timones	ti|mo$nes|
afifá-lo-eis	a|fi|fá|lo|eis$
exteriorizará	ex|te|ri|o|ri|za|rá$
baixarias	bai|xa|ri$as|
grafar-lhe-emos	gra|far|lhe|e$mos|
transfigurei	trans|fi|gu|rei$
içavam	i|ça|vam$
afracaríamos	a|fra|ca|rí$a|mos|
cisares	ci|sa$res|
intercalássemos	in|ter|ca|lás$se|mos|
terrificaras	ter|ri|fi|ca$ras|
desprezadas	des|pre|za$das|
rotavam	ro|ta|vam$
decairiam	de|cai|ri|am$
degelo	de|ge$lo|
raquíticos	ra|quí$ti|cos|
parafino	pa|ra|fi$no|
adonisávamos	a|do|ni|sá$va|mos|
bissectarei	bis|sec|ta|rei$
escorregarem	es|cor|re|ga$rem|
abastonaste	a|bas|to|nas$te|
gnómico	gnó$mi|co|
desambiguarei	de|sam|bi|gua|rei$
leccionas	lec|ci|o$nas|
sulfatizareis	sul|fa|ti|za|reis$
frimas-vos	fri$mas|vos|
omeletas	o|me|le$tas|
azimute	a|zi|mu$te|
desfariam	des|fa|ri|am$
faqueiros	fa|quei$ros|
quarteásseis	quar|te|ás$seis|
acobardo	a|co|bar$do|
folhais	fo|lhais$
vangloriou	van|glo|ri|ou$
dissimilas	dis|si|mi$las|
lassidão	las|si|dão$
fincaram	fin|ca$ram|
obliterámos	o|bli|te|rá$mos|
regatávamos	re|ga|tá$va|mos|
estufara	es|tu|fa$ra|
reequilibrada	re|e|qui|li|bra$da|
rentabilizarão	ren|ta|bi|li|za|rão$
aerobalísticas	a|e|ro|ba|lís$ti|cas|
encaixotámos	en|cai|xo|tá$mos|
titularam	ti|tu|la$ram|
golejarmos	go|le|jar$mos|
proverbiam	pro|ver|bi|am$
desipotecarias	de|si|po|te|ca|ri$as|
rapinem	ra|pi$nem|
reordenais	re|or|de|nais$
instigastes	ins|ti|gas$tes|
cabritam	ca|bri|tam$
cabeceavas	ca|be|ce|a$vas|
emitiríeis	e|mi|ti|rí$eis|
barrocas	bar|ro$cas|
malquerer-lhes-á	mal|que|rer|lhes|á$
estanhareis	es|ta|nha|reis$
enfatuaria	en|fa|tu|a|ri$a|
abeiraras	a|bei|ra$ras|
remedáreis	re|me|dá$reis|
entonteis	en|ton|teis$
inspirar-lhe-ás	ins|pi|rar|lhe|ás$
extravasar	ex|tra|va|sar$
prostituíram	pros|ti|tu|í$ram|
apertaremos	a|per|ta|re$mos|
entarraxássemos	en|tar|ra|xás$se|mos|
exacerbáramos	e|xa|cer|bá$ra|mos|
patinam	pa|ti|nam$
apatrulhar-te	a|pa|tru|lhar$te|
desresponsabilizasse	des|res|pon|sa|bi|li|zas$se|
prepusésseis	pre|pu|sés$seis|
maquilhas	ma|qui$lhas|
aparcelada	a|par|ce|la$da|
locar-lhes-emos	lo|car|lhes|e$mos|
entijolai	en|ti|jo|lai$
arrasáreis	ar|ra|sá$reis|
espartilhassem	es|par|ti|lhas$sem|
castiçar-vos-ás	cas|ti|çar|vos|ás$
engaiolarmos	en|gai|o|lar$mos|
encobrirás	en|co|bri|rás$
atirava	a|ti|ra$va|
alicerçáveis	a|li|cer|çá$veis|
amolecido	a|mo|le|ci$do|
invejar-lhe-eis	in|ve|jar|lhe|eis$
desmultiplicando	des|mul|ti|pli|can$do|
apaniguo-os	a|pa|ni|gu$o|os|
dessensibilizavas	des|sen|si|bi|li|za$vas|
nicotizo	ni|co|ti$zo|
robotizávamos	ro|bo|ti|zá$va|mos|
revolucionamento	re|vo|lu|ci|o|na|men$to|
desajustou	de|sa|jus|tou$
deprimiríeis	de|pri|mi|rí$eis|
carunchasses	ca|run|chas$ses|
macerasses	ma|ce|ras$ses|
autonomizarão	au|to|no|mi|za|rão$
infelicitámos	in|fe|li|ci|tá$mos|
masculinizávamos	mas|cu|li|ni|zá$va|mos|
lotaremos	lo|ta|re$mos|
balburdiarem	bal|bur|di|a$rem|
alistássemos	a|lis|tás$se|mos|
aplaque	a|pla$que|
solicitassem	so|li|ci|tas$sem|
desamortizares	de|sa|mor|ti|za$res|
engradámos	en|gra|dá$mos|
irónicas	i|ró$ni|cas|
massajantes	mas|sa|jan$tes|
ultrapassável	ul|tra|pas|sá$vel|
instigásseis	ins|ti|gás$seis|
endossaríamos	en|dos|sa|rí$a|mos|
cernir-lhe	cer|nir$lhe|
descoordenador	des|co|or|de|na$dor|
desguarneçam	des|guar|ne|çam$
desapossardes	de|sa|pos|sar$des|
petizes	pe|ti$zes|
embebecerias	em|be|be|ce|ri$as|
convocadoras	con|vo|ca|do$ras|
desengarrafassem	de|sen|gar|ra|fas$sem|
aformoseou	a|for|mo|se|ou$
zelada	ze|la$da|
escudam	es|cu|dam$
sobrepujaram	so|bre|pu|ja$ram|
esgazeasse	es|ga|ze|as$se|
desobstruí	de|sobs|tru|í$
indentá-la	in|den|tá$la|
reconquistar	re|con|quis|tar$
apeganheis	a|pe|ga|nheis$
esquartejavas	es|quar|te|ja$vas|
inebriásseis	i|ne|bri|ás$seis|
sorrides	sor|ri$des|
manejávamos	ma|ne|já$va|mos|
ignoravas	ig|no|ra$vas|
encovaremos	en|co|va|re$mos|
patetear	pa|te|te|ar$
clericalizadas	cle|ri|ca|li|za$das|
pronominarias	pro|no|mi|na|ri$as|
melodiar-lhe-ia	me|lo|di|ar|lhe|i$a|
laminei	la|mi|nei$
aperaltam	a|pe|ral|tam$
desencarreiraram	de|sen|car|rei|ra$ram|
enevoar-me-ei	e|ne|vo|ar|me|ei$
demitir-me-ia	de|mi|tir|me|i$a|
evolucionar-vos-emos	e|vo|lu|ci|o|nar|vos|e$mos|
cobiçardes	co|bi|çar$des|
tratariam	tra|ta|ri|am$
encaldeiravas	en|cal|dei|ra$vas|
confundísseis	con|fun|dís$seis|
amontai	a|mon|tai$
desempregues	de|sem|pre$gues|
cromarias	cro|ma|ri$as|
cartilagens	car|ti|la$gens|
realinharemos	re|a|li|nha|re$mos|
demoro	de|mo$ro|
alvoraçámos	al|vo|ra|çá$mos|
consonantizado	con|so|nan|ti|za$do|
velhaqueariam	ve|lha|que|a|ri|am$
nitrificais	ni|tri|fi|cais$
realizarás	re|a|li|za|rás$
cacete	ca|ce$te|
perdurar-vos-ás	per|du|rar|vos|ás$
açambarcares	a|çam|bar|ca$res|
desencapassem	de|sen|ca|pas$sem|
tatuadas	ta|tu|a$das|
tetracampeonato	te|tra|cam|pe|o|na$to|
telefonada	te|le|fo|na$da|
erigisses	e|ri|gis$ses|
retenha-o	re|te$nha|o|
punja	pun$ja|
sementio	se|men|ti$o|
badaleis	ba|da|leis$
romantismo	ro|man|tis$mo|
estrememos	es|tre|me$mos|
desviais	des|vi|ais$
remediríamos	re|me|di|rí$a|mos|
labutar-me-ei	la|bu|tar|me|ei$
bugiar-lhes-íamos	bu|gi|ar|lhes|í$a|mos|
emendei	e|men|dei$
irreverenciai	ir|re|ve|ren|ci|ai$
inusitados	i|nu|si|ta$dos|
reorganizeis	re|or|ga|ni|zeis$
descender-lhe-ia	des|cen|der|lhe|i$a|
infiro	in|fi$ro|
prejudicarias	pre|ju|di|ca|ri$as|
garririam	gar|ri|ri|am$
preceitue	pre|cei|tu$e|
autonomizarem	au|to|no|mi|za$rem|
desbaratareis	des|ba|ra|ta|reis$
arcabuzáramos	ar|ca|bu|zá$ra|mos|
participá-lo-ia	par|ti|ci|pá|lo|i$a|
internacionalizávamos	in|ter|na|ci|o|na|li|zá$va|mos|
recapitulados	re|ca|pi|tu|la$dos|
gorgolasses	gor|go|las$ses|
urnas	ur$nas|
perecerem	pe|re|ce$rem|
sapatear-nos-ias	sa|pa|te|ar|nos|i$as|
compadre	com|pa$dre|
opúnhamos	o|pú$nha|mos|
permearem	per|me|a$rem|
descriminalizeis	des|cri|mi|na|li|zeis$
diferenciar-lhes	di|fe|ren|ci|ar$lhes|
demandada	de|man|da$da|
atoleimadas	a|to|lei|ma$das|
reconsagrou	re|con|sa|grou$
despertasses	des|per|tas$ses|
oficiar-lhes-ia	o|fi|ci|ar|lhes|i$a|
pancreáticas	pan|cre|á$ti|cas|
sucederia	su|ce|de|ri$a|
encascará	en|cas|ca|rá$
nomeais	no|me|ais$
castelhanizastes	cas|te|lha|ni|zas$tes|
paroquiar-lho	pa|ro|qui|ar|lho$
ditongam	di|ton|gam$
climaticamente	cli|ma|ti|ca|men$te|
regurgitáveis	re|gur|gi|tá$veis|
namoriscarei	na|mo|ris|ca|rei$
espacejamos	es|pa|ce|ja$mos|
persistentes	per|sis|ten$tes|
singrásseis	sin|grás$seis|
volatilizar-lhe-ás	vo|la|ti|li|zar|lhe|ás$
pagardes	pa|gar$des|
hospitalize	hos|pi|ta|li$ze|
guerrearem	guer|re|a$rem|
benzer-lhe-íamos	ben|zer|lhe|í$a|mos|
esfreguemos	es|fre|gue$mos|
antipapa	an|ti|pa$pa|
alumiarias	a|lu|mi|a|ri$as|
assinar-lhe-ia	as|si|nar|lhe|i$a|
harpeando	har|pe|an$do|
aqueçam	a|que|çam$
madurarás	ma|du|ra|rás$
recambiáreis	re|cam|bi|á$reis|
pensar-lhe-ias	pen|sar|lhe|i$as|
insalivávamos	in|sa|li|vá$va|mos|
cantarejarei	can|ta|re|ja|rei$
inatos	i|na$tos|
enfaixadas	en|fai|xa$das|
anacronizado	a|na|cro|ni|za$do|
exterminaria	ex|ter|mi|na|ri$a|
semelhai	se|me|lhai$
assimilar-te-ia	as|si|mi|lar|te|i$a|
circunvaláreis	cir|cun|va|lá$reis|
declaraste	de|cla|ras$te|
biocombustíveis	bi|o|com|bus|tí$veis|
desaferrolhássemos	de|sa|fer|ro|lhás$se|mos|
gasifiques	ga|si|fi$ques|
distritais	dis|tri|tais$
enrabichámos	en|ra|bi|chá$mos|
desencarregávamos	de|sen|car|re|gá$va|mos|
enganchar-te-ias	en|gan|char|te|i$as|
encavalgue	en|ca|val$gue|
feitoriza	fei|to|ri$za|
batia	ba|ti$a|
falou	fa|lou$
irradiara	ir|ra|di|a$ra|
transcendais	trans|cen|dais$
insalivastes	in|sa|li|vas$tes|
inflictas-se	in|flic$tas|se|
aberraria	a|ber|ra|ri$a|
alentar-me	a|len|tar$me|
chilravas	chil|ra$vas|
desenformaram	de|sen|for|ma$ram|
endemoninhar-me	en|de|mo|ni|nhar$me|
desengancharei	de|sen|gan|cha|rei$
musiqueta	mu|si|que$ta|
estranhá-lo-íeis	es|tra|nhá|lo|í$eis|
esfumasses	es|fu|mas$ses|
espessaríeis	es|pes|sa|rí$eis|
definíamos	de|fi|ní$a|mos|
intrincaríeis	in|trin|ca|rí$eis|
bigodearia	bi|go|de|a|ri$a|
estonteados	es|ton|te|a$dos|
esbeltai	es|bel|tai$
federalizar-vos-iam	fe|de|ra|li|zar|vos|i|am$
anilhamos	a|ni|lha$mos|
levantam	le|van|tam$
aferrado	a|fer|ra$do|
subconcessionaras	sub|con|ces|si|o|na$ras|
reages	re|a$ges|
desaconselharias	de|sa|con|se|lha|ri$as|
untariam	un|ta|ri|am$
gaseificaras	ga|sei|fi|ca$ras|
entornem	en|tor$nem|
despejaríamos	des|pe|ja|rí$a|mos|
brindámos	brin|dá$mos|
embaciá-lo-ia	em|ba|ci|á|lo|i$a|
menospreze	me|nos|pre$ze|
retostam	re|tos|tam$
esfumaçarmos	es|fu|ma|çar$mos|
movimentariam	mo|vi|men|ta|ri|am$
suborná-lo-ia	su|bor|ná|lo|i$a|
reajamos	re|a|ja$mos|
esgrouviares	es|grou|vi|a$res|
entelharias	en|te|lha|ri$as|
contemplamos	con|tem|pla$mos|
desnaturalizámos	des|na|tu|ra|li|zá$mos|
ameninássemos	a|me|ni|nás$se|mos|
focalizáreis	fo|ca|li|zá$reis|
secundassem	se|cun|das$sem|
invalidada	in|va|li|da$da|
sujeitaste	su|jei|tas$te|
venderás	ven|de|rás$
carpinteireis	car|pin|tei|reis$
caçoai	ca|ço|ai$
desmiolar-nos-íamos	des|mi|o|lar|nos|í$a|mos|
adentando	a|den|tan$do|
dever-lhe-ias	de|ver|lhe|i$as|
silabar-lho	si|la|bar|lho$
recosidos	re|co|si$dos|
livrá-lo-eis	li|vrá|lo|eis$
trotinetas	tro|ti|ne$tas|
mobilar-nos-ás	mo|bi|lar|nos|ás$
surripiarem	sur|ri|pi|a$rem|
esturrariam	es|tur|ra|ri|am$
recheadas	re|che|a$das|
amparemos	am|pa|re$mos|
corroborar-lhes-eis	cor|ro|bo|rar|lhes|eis$
mezinhem	me|zi$nhem|
apressaria	a|pres|sa|ri$a|
concatenarmos	con|ca|te|nar$mos|
canibalizarão	ca|ni|ba|li|za|rão$
afogarias	a|fo|ga|ri$as|
ionizar-me-eis	i|o|ni|zar|me|eis$
predicam	pre|di|cam$
precarizadores	pre|ca|ri|za|do$res|
injectasse	in|jec|tas$se|
congelar-nos-ias	con|ge|lar|nos|i$as|
alcatifar-vos-íeis	al|ca|ti|far|vos|í$eis|
escudaram	es|cu|da$ram|
titubearíeis	ti|tu|be|a|rí$eis|
manténs-lhes	man|téns$lhes|
resvaleis	res|va|leis$
abrandamentos	a|bran|da|men$tos|
atarraxará	a|tar|ra|xa|rá$
plasmáramos	plas|má$ra|mos|
avassaláramos	a|vas|sa|lá$ra|mos|
segmentemos	seg|men|te$mos|
encobriste	en|co|bris$te|
advocaturas	ad|vo|ca|tu$ras|
alvissarar-nos-ias	al|vis|sa|rar|nos|i$as|
raptarão	rap|ta|rão$
prometeras	pro|me|te$ras|
distribuiu	dis|tri|bu|i|u$
bandoleeis	ban|do|leeis$
caulificado	cau|li|fi|ca$do|
portuense	por|tu|en$se|
empedernimos-lhe	em|pe|der|ni$mos|lhe|
antecipaste	an|te|ci|pas$te|
envelhecer-nos-ás	en|ve|lhe|cer|nos|ás$
misses	mis$ses|
fulminando	ful|mi|nan$do|
predefinir-lhe-eis	pre|de|fi|nir|lhe|eis$
abocanhar-vos-ia	a|bo|ca|nhar|vos|i$a|
alívio	a|lí$vio|
conversaríamos	con|ver|sa|rí$a|mos|
sapateia	sa|pa|tei$a|
charruava	char|ru|a$va|
melificassem	me|li|fi|cas$sem|
breásseis	bre|ás$seis|
desenquadráreis	de|sen|qua|drá$reis|
aramaríamos	a|ra|ma|rí$a|mos|
remedieis	re|me|dieis$
parodiaríeis	pa|ro|di|a|rí$eis|
reprovar-vos-á	re|pro|var|vos|á$
alcoólico	al|co|ó$li|co|
balisse	ba|lis$se|
restituíam	res|ti|tu|í$am|
adversardes	ad|ver|sar$des|
segundemos	se|gun|de$mos|
radicardes	ra|di|car$des|
gananciariam	ga|nan|ci|a|ri|am$
racionaríamos	ra|ci|o|na|rí$a|mos|
alargado	a|lar|ga$do|
pornografo	por|no|gra$fo|
averrugadas	a|ver|ru|ga$das|
sinuosidade	si|nu|o|si|da$de|
evada	e|va$da|
britânicas	bri|tâ$ni|cas|
suportei	su|por|tei$
mundializá-lo-á	mun|di|a|li|zá|lo|á$
revirarmos	re|vi|rar$mos|
coadunam	co|a|du|nam$
coubermos	cou|ber$mos|
diferimento	di|fe|ri|men$to|
incontroversos	in|con|tro|ver$sos|
piscado	pis|ca$do|
recruzem	re|cru$zem|
animatógrafos	a|ni|ma|tó$gra|fos|
destronados	des|tro|na$dos|
contrastearas	con|tras|te|a$ras|
fonológico	fo|no|ló$gi|co|
biológicos	bi|o|ló$gi|cos|
cinzelareis	cin|ze|la|reis$
espreguiçáreis	es|pre|gui|çá$reis|
atafegar-lhes-ás	a|ta|fe|gar|lhes|ás$
ensombrasse	en|som|bras$se|
tossezinha	tos|se|zi$nha|
amourisca	a|mou|ris$ca|
sensualizações	sen|su|a|li|za|ções$
passivarmos	pas|si|var$mos|
dardejamos	dar|de|ja$mos|
terminológico	ter|mi|no|ló$gi|co|
transcendentalizar-me-eis	trans|cen|den|ta|li|zar|me|eis$
desentranham	de|sen|tra|nham$
subintender-lhes-emos	su|bin|ten|der|lhes|e$mos|
reagendasses	re|a|gen|das$ses|
enfadados	en|fa|da$dos|
anavalhámos	a|na|va|lhá$mos|
reacendeu	re|a|cen|deu$
feitorizavas	fei|to|ri|za$vas|
rememora	re|me|mo$ra|
guerrilhassem	guer|ri|lhas$sem|
lufará	lu|fa|rá$
apanharão	a|pa|nha|rão$
coligido	co|li|gi$do|
rastilhar-se-á	ras|ti|lhar|se|á$
morfinizar-te-íamos	mor|fi|ni|zar|te|í$a|mos|
imperdoável	im|per|do|á$vel|
desinfeccionámos	de|sin|fec|ci|o|ná$mos|
barbeis	bar|beis$
corporificara	cor|po|ri|fi|ca$ra|
investigamos	in|ves|ti|ga$mos|
apantufarei	a|pan|tu|fa|rei$
enunciavam	e|nun|ci|a|vam$
subordineis	su|bor|di|neis$
argolarei	ar|go|la|rei$
aquadrilhares	a|qua|dri|lha$res|
contrastear-lhe-eis	con|tras|te|ar|lhe|eis$
adagie	a|da|gi$e|
entrevistassem	en|tre|vis|tas$sem|
bouceis	bou|ceis$
reestabeleceriam	re|es|ta|be|le|ce|ri|am$
luxava	lu|xa$va|
encharcavas	en|char|ca$vas|
alhos	a$lhos|
palmilharemos	pal|mi|lha|re$mos|
chafurdáramos	cha|fur|dá$ra|mos|
esturrará	es|tur|ra|rá$
reapreciareis	re|a|pre|ci|a|reis$
aclamardes	a|cla|mar$des|
capotas	ca|po$tas|
entardecerás	en|tar|de|ce|rás$
depraváramos	de|pra|vá$ra|mos|
interdisser	in|ter|dis|ser$
afortunaríeis	a|for|tu|na|rí$eis|
silício	si|lí$cio|
boicotearem	boi|co|te|a$rem|
aproveitar	a|pro|vei|tar$
alvitrar	al|vi|trar$
prenominassem	pre|no|mi|nas$sem|
diviniza	di|vi|ni$za|
monitorizará	mo|ni|to|ri|za|rá$
despoluições	des|po|lu|i|ções$
factorizavas	fac|to|ri|za$vas|
cernamos	cer|na$mos|
debruassem	de|bru|as$sem|
Suazilândia	su|a|zi|lân$dia|
impermeáveis	im|per|me|á$veis|
desbotoássemos	des|bo|to|ás$se|mos|
criminalizemos	cri|mi|na|li|ze$mos|
aquários	a|quá$rios|
apelidariam	a|pe|li|da|ri|am$
subavaliais	su|ba|va|li|ais$
arrobes	ar|ro$bes|
navegou	na|ve|gou$
etnológicas	et|no|ló$gi|cas|
concatenação	con|ca|te|na|ção$
alterador	al|te|ra$dor|
brincará	brin|ca|rá$
escolherão	es|co|lhe|rão$
emanciparias	e|man|ci|pa|ri$as|
doiradinha	doi|ra|di$nha|
reorganizaríamos	re|or|ga|ni|za|rí$a|mos|
evocável	e|vo|cá$vel|
modificada	mo|di|fi|ca$da|
desconsagrámos	des|con|sa|grá$mos|
esmigalhado	es|mi|ga|lha$do|
apeninsulado	a|pe|nin|su|la$do|
azebrarias	a|ze|bra|ri$as|
unirão	u|ni|rão$
iríamos-lhe	i|rí$a|mos|lhe|
empaleai	em|pa|le|ai$
contribuiremos	con|tri|bu|i|re$mos|
escolhimento	es|co|lhi|men$to|
impurificá-lo-eis	im|pu|ri|fi|cá|lo|eis$
antiquamos-me	an|ti|qua$mos|me|
tapamentos	ta|pa|men$tos|
destrancarás	des|tran|ca|rás$
fecundizariam	fe|cun|di|za|ri|am$
esmurráveis	es|mur|rá$veis|
afrouxavam	a|frou|xa|vam$
comprimisses	com|pri|mis$ses|
balsâmicos	bal|sâ$mi|cos|
regravavam	re|gra|va|vam$
desalmar-nos-ão	de|sal|mar|nos|ão$
opressora	o|pres|so$ra|
oraríeis	o|ra|rí$eis|
afrancesar-lhe-ás	a|fran|ce|sar|lhe|ás$
Penalva	pe|nal$va|
refundições	re|fun|di|ções$
decliveis	de|cli|veis$
denegaria	de|ne|ga|ri$a|
aprefixará	a|pre|fi|xa|rá$
gemem	ge$mem|
espartilhava	es|par|ti|lha$va|
apunhalar-me-ás	a|pu|nha|lar|me|ás$
solenizações	so|le|ni|za|ções$
escanzelado	es|can|ze|la$do|
expurgar-lhe-emos	ex|pur|gar|lhe|e$mos|
acentual	a|cen|tu|al$
coque	co$que|
derramasses	der|ra|mas$ses|
finares	fi|na$res|
modelassem	mo|de|las$sem|
enriquecermos	en|ri|que|cer$mos|
excluir-te-á	ex|clu|ir|te|á$
implicarás	im|pli|ca|rás$
sorriamos	sor|ri|a$mos|
volva	vol$va|
pertencêsseis	per|ten|cês$seis|
extraviei	ex|tra|viei$
provisionou	pro|vi|si|o|nou$
aprisionando	a|pri|si|o|nan$do|
geando	ge|an$do|
atonteara	a|ton|te|a$ra|
boreal	bo|re|al$
reutilizar	reu|ti|li|zar$
solidásseis	so|li|dás$seis|
salsicharia	sal|si|cha|ri$a|
amalandrar	a|ma|lan|drar$
constatarás	cons|ta|ta|rás$
adobe	a|do$be|
desnasalar-te-ás	des|na|sa|lar|te|ás$
epilogam	e|pi|lo|gam$
bramarão	bra|ma|rão$
encharcasses	en|char|cas$ses|
abatataria	a|ba|ta|ta|ri$a|
provação	pro|va|ção$
bostadas	bos|ta$das|
sulfurassem	sul|fu|ras$sem|
ensopados	en|so|pa$dos|
diminuías	di|mi|nu|í$as|
falhando	fa|lhan$do|
insolareis	in|so|la|reis$
mapeia	ma|pei$a|
emudeceriam	e|mu|de|ce|ri|am$
fantasiar-lhe-iam	fan|ta|si|ar|lhe|i|am$
europeizados	eu|ro|pei|za$dos|
suspeitar-lhes-íamos	sus|pei|tar|lhes|í$a|mos|
provirá-lhas	pro|vi|rá|lhas$
alcançava	al|can|ça$va|
cuidastes	cu|i|das$tes|
esculturar-vos-ia	es|cul|tu|rar|vos|i$a|
deflictamos	de|flic|ta$mos|
bissectasses	bis|sec|tas$ses|
acariciados	a|ca|ri|ci|a$dos|
queixáramos	quei|xá$ra|mos|
correlacionadas	cor|re|la|ci|o|na$das|
inutilizassem	i|nu|ti|li|zas$sem|
mamal	ma|mal$
conchego	con|che$go|
devamos	de|va$mos|
porás-me	po|rás$me|
rilhei	ri|lhei$
aventurar-te-ão	a|ven|tu|rar|te|ão$
espúrios	es|pú$rios|
desconsolar-se-ia	des|con|so|lar|se|i$a|
abriremos	a|bri|re$mos|
aformoseavam	a|for|mo|se|a|vam$
atumultuado	a|tu|mul|tu|a$do|
subtraíres	sub|tra|í$res|
dançaricava	dan|ça|ri|ca$va|
depreciativa	de|pre|ci|a|ti$va|
publicitaríamos	pu|bli|ci|ta|rí$a|mos|
creditará	cre|di|ta|rá$
contraproduzira	con|tra|pro|du|zi$ra|
cagar-lhes-ia	ca|gar|lhes|i$a|
cascatearmos	cas|ca|te|ar$mos|
indisponho	in|dis|po$nho|
sustido	sus|ti$do|
atenuáramos	a|te|nuá$ra|mos|
virilizadas	vi|ri|li|za$das|
chateariam	cha|te|a|ri|am$
reinicializares	rei|ni|ci|a|li|za$res|
dessintonizas	des|sin|to|ni$zas|
